                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.57681,                0.44715,                0.92936,                0.97181,                      1,                0.99364,                0.88918,                0.47202,                 0.3807,                0.89895,              0.0007064,              0.0007064,              0.0007064
                     52,                0.58295,                0.46868,                0.92503,                0.96931,                      1,                 0.9925,                0.88274,                0.47425,                0.37829,                0.89988,                0.00068,                0.00068,                0.00068
                     53,                0.60479,                0.44398,                0.93869,                0.97469,                      1,                0.99364,                0.88435,                0.47349,                0.37518,                0.89808,              0.0006536,              0.0006536,              0.0006536
                     54,                0.60317,                0.43447,                0.93695,                0.97494,                      1,                0.98977,                0.86907,                0.53305,                0.37556,                0.92994,              0.0006272,              0.0006272,              0.0006272
                     55,                0.59236,                0.44828,                0.93434,                0.97271,                      1,                0.99045,                0.88141,                0.54212,                0.36811,                0.95428,              0.0006008,              0.0006008,              0.0006008
                     56,                0.55472,                 0.4386,                0.92895,                0.96397,                      1,                0.98932,                0.87914,                0.50084,                0.37975,                 0.9229,              0.0005744,              0.0005744,              0.0005744
                     57,                0.51931,                0.41786,                0.91028,                0.96336,                      1,                0.98886,                0.88065,                0.45912,                0.36158,                0.89734,               0.000548,               0.000548,               0.000548
                     58,                0.53031,                0.42097,                0.90897,                0.96683,                      1,                0.99045,                0.86832,                0.46284,                0.34368,                0.88296,              0.0005216,              0.0005216,              0.0005216
                     59,                 0.5254,                0.40263,                0.92487,                0.96971,                      1,                0.99091,                 0.8838,                0.46333,                0.34135,                0.88333,              0.0004952,              0.0004952,              0.0004952
                     60,                0.55959,                0.41837,                0.92046,                0.94389,                      1,                0.98989,                0.90762,                0.42986,                0.34024,                0.87841,              0.0004688,              0.0004688,              0.0004688
                     61,                 0.5001,                0.37711,                 0.8987,                0.93053,                0.95349,                0.98826,                0.91116,                0.43094,                0.35094,                0.87828,              0.0004424,              0.0004424,              0.0004424
                     62,                0.47454,                 0.3873,                0.88354,                0.95446,                      1,                0.99037,                0.91169,                0.42065,                0.35169,                0.86755,               0.000416,               0.000416,               0.000416
                     63,                0.50541,                0.37253,                0.90871,                0.95432,                      1,                0.99037,                0.90902,                0.41997,                0.33071,                0.86974,              0.0003896,              0.0003896,              0.0003896
                     64,                0.48864,                0.38114,                0.90821,                0.95414,                      1,                0.98876,                0.90631,                0.43174,                0.33952,                0.87231,              0.0003632,              0.0003632,              0.0003632
                     65,                0.47892,                0.38242,                0.88595,                0.95412,                      1,                0.98876,                0.91205,                0.43711,                0.33533,                0.87106,              0.0003368,              0.0003368,              0.0003368
                     66,                0.40355,                0.35306,                0.86984,                0.94416,                      1,                 0.9887,                0.91864,                0.42879,                0.34027,                0.87146,              0.0003104,              0.0003104,              0.0003104
                     67,                0.37881,                0.33284,                0.85983,                0.95437,                      1,                0.98656,                0.90611,                0.43094,                0.35146,                 0.8723,               0.000284,               0.000284,               0.000284
                     68,                0.40927,                0.33838,                0.88349,                0.95465,                      1,                0.98411,                0.89634,                0.42416,                0.34764,                0.87563,              0.0002576,              0.0002576,              0.0002576
                     69,                0.37332,                0.32099,                0.83883,                0.95464,                      1,                0.98356,                0.90717,                0.41929,                0.34534,                0.87509,              0.0002312,              0.0002312,              0.0002312
                     70,                0.36981,                0.29939,                0.83978,                0.95445,                0.97459,                0.98198,                0.90934,                0.40855,                0.34333,                0.86978,              0.0002048,              0.0002048,              0.0002048
                     71,                0.38118,                0.31529,                0.84914,                0.95448,                0.97524,                0.97922,                0.90753,                0.40672,                0.33511,                0.86936,              0.0001784,              0.0001784,              0.0001784
                     72,                0.38429,                0.30705,                0.83199,                0.95551,                0.99891,                0.97783,                0.90784,                0.40264,                0.33011,                0.86771,               0.000152,               0.000152,               0.000152
                     73,                0.34674,                0.30039,                0.82712,                0.93743,                      1,                0.97668,                0.91294,                0.39759,                0.32645,                0.86614,              0.0001256,              0.0001256,              0.0001256
                     74,                0.38069,                  0.313,                0.86582,                0.95523,                0.99247,                0.97611,                0.90561,                0.39639,                0.32964,                0.86534,               9.92e-05,               9.92e-05,               9.92e-05
                     75,                0.37316,                 0.3094,                0.88227,                 0.9505,                0.97674,                0.97531,                0.90618,                0.39939,                0.33383,                 0.8671,               7.28e-05,               7.28e-05,               7.28e-05
